text,language
caller: Hello this is John from Windows Technical Support. Weve been getting reports of a virus on your computer. Can you tell me if youve been experiencing any problems receiver: Oh yeah My computer has been acting really slow lately. What kind of virus is it caller: Its a very malicious one. Were seeing it on a lot of computers right now. I can help you remove it remotely if you let me access your computer. receiver: That sounds great How do you plan on accessing my computer caller: Ill just need you to download a small program that will allow me to log in and fix the problem. receiver: Whats the name of the program Is it free caller: Its called TeamViewer. And yes its completely free. receiver: Okay I think Ive heard of that before. But how do I know this isnt some kind of scam caller: Maam I assure you this is a legitimate service. Were calling from Microsoft itself. You can look up our number online to verify it. receiver: Okay let me just check real quick. Wait I dont see your number listed on Microsofts website. caller: Ah thats because were a third-party contractor. We work closely with Microsoft but were not directly employed by them. receiver: I see. Well what makes you think my computer has a virus in the first place caller: Our systems have detected unusual activity coming from your IP address. receiver: Unusual activity Like what caller: Just some suspicious network traffic. Dont worry about it too much. The important thing is we can fix it for you. receiver: Okay...Im still not sure about this. Can you give me your supervisors number so I can call them back to verify caller: Im afraid thats not possible. Were a very busy office and our supervisors are always on calls. But I assure you maam this is a legitimate service. receiver: Hmm...alright. Whats the next step then caller: Like I said you just need to download TeamViewer and well take care of the rest. receiver: Okay let me just get my credit card ready in case there are any fees associated with the service... caller: No no no There are no fees at all This is a completely free service,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 577,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 8817,en
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone go to http://gotbabes.co.uk. No subscriptions.,en
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 3265,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 7507,en
Now Idea customers can recharge even while roaming in Punjab. So when you run out of balance while roaming just visit any idea retail counter  recharge,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 710,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 4617,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 1084,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 7677,en
Person A: Hello this is Michael from the banks fraud department. Weve detected unauthorized activities on your account and need to verify your account details. Person B: I wasnt aware of any unauthorized activities. Can you provide more details about these incidents Person A: Yes we found suspicious transactions and need to rectify them immediately. Person B: I see. Can you confirm your position at the fraud department and provide a direct line to your office Person A: Due to security protocols I cannot share personal details. Person B: I appreciate that but I need to ensure this call is legitimate. Can you provide an alternate method for me to verify this Person A: Time is of the essence and we need to resolve this promptly. Person B: Id rather take the necessary steps to confirm this independently. Goodbye.,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 8792,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 8668,en
Urgent Please call 09061743810 from landline. Your ABTA complimentary 4 Tenerife Holiday or 5000 cash await collection SAE TCs Box 326 CW25WX 150 ppm,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 3168,en
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 4458,en
o More Hair Fall  Dandruff  Get New Hair  Buy Ayurvedic Nisargalaya Hair oil Rs999/-FREE HEAD MASSAGERGuaranteed Result.No side Effects.Cal 931272233,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 7377,en
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry questionstd txt rateTCs apply 08452810075over18s,en
Dear Customer you have been opted out to receive messages from us. To Opt in give a missed call at 918067006166. Dont miss out on our offers  SHOP FOR FREE,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 8115,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 9100,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 6913,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 3692,en
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 4163,en
njoy unlimited internet surfing at night upto 2GB and 100MB download from 8am-11.55pm for 30 days. Recharge with just Rs95 Charges post free usage 30p/50K,en
Person A: Good morning this is Daniel from the banks fraud department. Weve detected unauthorized activities on your account and need to verify your account details. Person B: I wasnt aware of any unauthorized activities. Can you provide more details about these incidents Person A: Yes we found suspicious transactions and need to rectify them immediately. Person B: I see. Can you confirm your position at the fraud department and provide a direct line to your office Person A: Due to security protocols I cannot share personal details. Person B: I appreciate that but I need to ensure this call is legitimate. Can you provide an alternate method for me to verify this Person A: Time is of the essence and we need to resolve this promptly. Person B: Id rather take the necessary steps to confirm this independently. Goodbye.,en
Make this Diwali special with Free apps. Games Ringtones  more for your handset. Nokia Khareedo Now Ya Pachhtaao offer. Visit www.meranokia.com/diwali,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 9267,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 6247,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 3668,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 954,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 6532,en
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 9809,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 4887,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 6559,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 9722,en
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 9636,en
Innocent: Hello. Suspect: Hello my name is David from TechShield Solutions. Weve been monitoring your device and noticed that its been infected with a malicious virus. This virus is causing slow performance and putting your personal data at risk. Im calling to offer our technical support services to remove the virus and secure your device. Can you please tell me what kind of device youre using Innocent: How did you get my number and how do I know youre not just some scammer trying to get access to my device Suspect: I completely understand your concern Mr. Johnson. We get your number from a list of registered device owners who have opted-in for our complimentary diagnostic services. And I assure you were a legitimate company with an A rating from the Better Business Bureau. You can verify our credentials on our website techshieldsolutions.com. Now about your device can you please tell me what operating system youre running This will help me to assist you more efficiently. Innocent: I never opted-in for any diagnostic services and Im not going to give you any information about my device. How do I know your website isnt just a fake setup to make you look legitimate Suspect: I apologize for the confusion Mr. Johnson. Sometimes our systems can make mistakes. Let me assure you were a reputable company with over 10 years of experience in providing technical support. I can give you a reference number and you can call back to verify my credentials. But I must inform you if you dont take immediate action this virus can cause irreparable damage to your device and compromise your personal data. Can I at least walk you through a simple diagnostic process to confirm the issue Itll only take a minute and its completely safe. Innocent: Im not buying it. Youre just trying to get me to let my guard down so you can get access to my device. Im not going to fall for it. Suspect: Mr. Johnson I understand your skepticism but I assure you our intentions are genuine. If you dont take action this virus can spread to other devices on your network causing a much larger problem. Im willing to offer you a one-time courtesy service to remove the virus and Ill even give you a 100 satisfaction guarantee. If youre not satisfied well provide a full refund. Would you like me to escalate this issue to my supervisor and she can explain the situation to you Innocent: No I dont want to talk to your supervisor. I want you to take me off your call list. And Im going to report this to the FTC. Goodbye.,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 6008,en
New/Old Hindi/Bengali Songs Call 543213 tollfree for DOUBLE music minutes on Airtel Radio offer - Call 543213 now Hurry - Offer closes today.,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 4543,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 6819,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 4806,en
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 573,en
Innocent: Hello. Suspect: Hello is this Ms. Johnson My name is Officer James from the Social Security Administration. Im calling to inform you that weve received a notification that your social security number has been compromised and is being used fraudulently. I need to verify some information to resolve this issue as soon as possible. Can you please confirm your social security number for me Innocent: Officer James I appreciate your concern but Im a bit hesitant to share my social security number over the phone. Can you please provide me with more information about this notification and how you plan to resolve the issue Suspect: Ms. Johnson I completely understand your concern but I assure you this is a legitimate call. Weve had multiple reports of fraudulent activities linked to your social security number and if we dont take immediate action it could lead to identity theft and financial loss. I need to verify your information to put a freeze on your account and prevent further damage. If you dont cooperate we risk losing the opportunity to resolve this issue and it may result in your social security benefits being suspended. Can you please just confirm the last four digits of your social security number so I can proceed Innocent: Officer James I apologize but Im not comfortable providing my social security number over the phone especially considering the situation youre describing. I think it would be best if I contacted the Social Security Administration directly to verify this information. Can you provide me with a phone number or a website where I can confirm this issue and take the necessary steps to resolve it Suspect: Ms. Johnson I understand your caution but let me assure you this is an urgent matter. If you hang up and try to contact the SSA yourself it may take weeks or even months to get this issue resolved. By the time you get through to someone the damage could be done. Im trying to help you here. I can give you a direct extension to our fraud department but I need to verify your information first. If youre not willing to cooperate Ill have to escalate this to our legal department and theyll send someone to your location to discuss this further. Im trying to avoid that. Can you please just trust me and give me the last four digits of your social security number Innocent: Officer James I appreciate your persistence but Im not convinced. I think its best if I hang up and contact the SSA directly to verify this issue. Im not comfortable providing my personal information over the phone and Id rather not risk any potential identity theft. Thank you for your time but Im going to hang up now. Suspect: Ms. Johnson I understand your decision but let me warn you this is not a joke. Youre putting yourself at risk of serious financial loss and identity theft. If you hang up youll be receiving a visit from our agents and it wont be a pleasant conversation. Im trying to help you but youre not taking this seriously. Fine hang up but dont say I didnt warn you. Youll be sorry you didnt take this opportunity to resolve this issue. Innocent: Officer James I appreciate your warning but Im not intimidated. Im going to hang up now and contact the SSA directly to verify this issue. Goodbye.,en
Hi akash Your wallet has been credited with Rs.2000. Get Sunglasses Rs.169  Spectacles FRAME for FREE. Valid Only for Today: https://goo.gl/SkjrTS,en
R/R recommends: LOGIX BLOSSOM GREENS.2/3/4BHk Apts.Sec143 on Noida X-way  FNG.Possession in 18 mnths.Starting BSP22.21L on DP.For booking sms REN to 53456,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 107,en
Innocent: Hello. Suspect: Hello Mrs. Johnson Congratulations you have been selected as a winner in our recent nationwide sweepstakes. You have won a cash prize of 10000 Can you please confirm your mailing address so we can process your reward Innocent: Oh no I dont know if I should be giving out my address. Is this for real How did you get my number I dont want to get scammed or anything. Suspect: I completely understand your concern Mrs. Johnson. Let me assure you this is 100 legitimate. We obtained your number from a list of registered participants in our sweepstakes. You must have entered at some point maybe at a store or online. Dont worry were a reputable company and weve been in business for over 10 years. We just need to verify your information to process your prize. Can I put you on hold for just a minute while I check on the status of your prize Innocent: I dont know...I dont remember entering any sweepstakes. What if this is a trick I dont want to give out my personal information. Cant you just send someone to my house or something Suspect: Mrs. Johnson I understand your skepticism but I assure you this is not a trick. Were a government-licensed company and we have to follow strict protocols. Unfortunately we cant send someone to your house as its not a secure way to verify your identity. But I can offer you a confirmation number to verify my identity and the legitimacy of our company. Would you like that Its completely safe and secure. Innocent: Okay...I guess so. But if this is a scam Im going to report you to the authorities. Whats the confirmation number Suspect: Mrs. Johnson I appreciate your diligence. The confirmation number is WN123456. You can check it on our website or call our headquarters to verify. Now can I please get your mailing address to process your prize And also I need to inform you that theres a small processing fee of 200 to release the funds. Its a one-time payment and its mandatory for all winners. Innocent: Oh no a fee That sounds suspicious. I dont think I want to pay any fee. I thought I won a prize not have to pay for something. Cant you just take it out of the prize money And Im still not sure about giving you my address... Suspect: Mrs. Johnson I understand your concern but the fee is a standard procedure. Its a small price to pay for a prize of 10000 And unfortunately our company policy doesnt allow us to deduct the fee from the prize money. But I can assure you this is a one-time payment and you wont have to pay anything else. As for your address I can offer to send a courier to your doorstep to collect the necessary documents and payment. That way you wont have to give me your address over the phone. Would that make you feel more comfortable Innocent: I dont know...I dont think I want a courier coming to my house either. This all just feels really weird. I think I want to talk to someone else about this. Can I speak to your supervisor Suspect: Mrs. Johnson I completely understand. Im going to transfer you to my supervisor Mr. Thompson. Hes the head of our prize distribution department and hell be able to answer any questions you may have. Hell also be able to confirm everything Ive told you. Just hold for one minute please. Innocent: Wait no I dont think so. I think I just want to hang up. This is all too much for me. I dont feel comfortable with any of this. Goodbye.,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 9461,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 6725,en
Suspect: Hello this is Alex from the refund department of XYZ Bank. Weve been trying to reach you about a refund youre eligible for. Innocent: Oh really I didnt know I was eligible for a refund. Can you tell me more about it Suspect: Yes of course. You see weve had some issues with our system and accidentally charged you twice for your last transaction. We want to refund the excess amount to you. Innocent: That sounds great How did you determine that I was overcharged Suspect: Our system automatically flags such errors and we have a team that reviews them. Anyway to process the refund I need to verify some information with you. Innocent: What kind of information do you need Suspect: Just your account number and the last four digits of your social security number to confirm your identity. Innocent: Im not comfortable sharing that information over the phone. Cant you just look it up in your system Suspect: I understand your concern but our system requires us to verify this information verbally for security purposes. Innocent: Okay let me think about it. Can you tell me more about this refund How much am I supposed to get back Suspect: Let me check on that. Ah yes... it says here that youre eligible for a refund of 500. Innocent: Thats a pretty large amount. Are there any fees associated with this refund Suspect: No no fees at all. This is a one-time courtesy refund from our bank. Innocent: I see. And how will I receive this refund Will it be direct deposit or a check in the mail Suspect: We can do either whichever you prefer. But if you want it quickly I recommend using our express refund service which will deposit the money into your account within 24 hours. Innocent: That sounds convenient. But whats the catch There must be some fee for this express service right Suspect: No catch at all Its a complimentary service for valued customers like yourself.,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 5385,en
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 1088,en
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 3787,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 8715,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 5767,en
caller: Hello is this Mrs. Johnson receiver: Yes it is. Whos calling caller: My name is David and Im calling from Customer Service Rewards Department. Weve been trying to reach you about a special promotion. receiver: What kind of promotion caller: Youve been selected to receive a 1000 gift card from one of our major retail partners. Its completely free no strings attached. receiver: That sounds amazing How did I get selected for this caller: Our system randomly selects customers who have shown excellent payment history and responsible spending habits. Youre one of the lucky ones receiver: Wow Im flattered. What do I need to do to claim my prize caller: We just need to verify some information to ensure were sending the gift card to the right person. Can you please confirm your social security number for me receiver: Im not comfortable sharing that over the phone. Is there another way to verify my identity caller: Okay okay. Let me see what else I can do. Can you at least give me your bank account number so we can deposit the reward directly into your account receiver: Why would you need my bank account number for a gift card Doesnt it come in the mail or something caller: Ah good question. The gift card will indeed be mailed to you but we need to process the reward through our system and that requires a bank account number. receiver: I dont think so. Can you tell me more about this Customer Service Rewards Department and how its affiliated with the retail partner caller: Uh let me check on that real quick. Okay yeah were an independent company that partners with various retailers to offer exclusive rewards to their customers. receiver: That sounds suspiciously vague. Can you give me a website or physical address where I can look up more information about your company caller: Unfortunately our website is currently down for maintenance but I can give you a call-back number if youd like to speak with my supervisor. receiver: Sure go ahead and give me that number.,en
NOKIA E5 ya Rs15000 tak CASH ho sakta hai aapka 1 sahi jawaab deker QSupreme Court kaha hai  ADelhi BHisar Reply A or B to 57272Rs2/sms,hinglish
With airtel 3G watch over 90 TV channels across Entertainment Sports Music News on your phone- http://apalyaps15.com/tv/TV.jsp .To activate 3G SMS 3G to 121,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 1779,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 773,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 3451,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 1678,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 2406,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 5517,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 7273,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 2341,en
Panasonic  BluetoothHdset FREE. Nokia FREE. Motorola FREE  DoubleMins  DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,en
Innocent: Hello. Suspect: Hi there my name is Karen Thompson and Im calling from Financial Services Inc. How are you today Mr. Johnson Innocent: Whos giving you my name and how did you get my number Suspect: Dont worry about that Mr. Johnson. Weve been trying to reach you about a refund youre eligible for. Our system shows that you overpaid on a recent transaction and we want to get that money back to you. Its a pretty straightforward process. Can I confirm your address to proceed with the refund Innocent: Youre not getting anything from me until you tell me how you got my info. Whats your companys policy on data privacy Suspect: I completely understand your concern Mr. Johnson. Let me assure you our company takes data privacy very seriously. We obtain information through public records and partner companies. Its all perfectly legal and above board. You can trust that your information is safe with us. Now about that refund... its a significant amount 427. Would you like to proceed and get that money back in your pocket Innocent: Save it Karen. I dont care about your sales pitch. I want to know the name of the partner company that gave you my info. Suspect: Mr. Johnson I understand youre being cautious and I respect that. However Im not authorized to disclose the name of our partner company. But I can give you my supervisors extension and he can provide you with more information. Would you like to speak with him He can also confirm the refund details and answer any questions you may have. Innocent: No I dont want to speak with your supervisor. I want to know how you got my info and I want to know now. Otherwise Im reporting you to the FTC. Suspect: Okay Mr. Johnson I understand. Ill check on that for you. Let me just pull up the file... Ah yes It says here that we received your information from a survey you participated in with a company called National Rewards Group. Does that sound familiar to you Innocent: I never participated in any survey with National Rewards Group. Youre lying. Suspect: I apologize if theres been a mistake Mr. Johnson. Sometimes our records can be incorrect. But lets not focus on that right now. The important thing is that youre eligible for this refund. If youd like I can go ahead and process it for you. All I need is to verify some information to ensure it goes to the right person. Can you please confirm your social security number for me Innocent: You think Im stupid Youre not getting my social security number. Hangs up.,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 3032,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 176,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 851,en
Person A: Hello this is Noah from the banks fraud department. We detected unauthorized activities on your account and need to verify your account details. Person B: I wasnt aware of any unauthorized activities. Can you provide more details about these incidents Person A: Yes we found suspicious transactions and need to rectify them immediately. Person B: I see. Can you confirm your position at the fraud department and provide a direct line to your office Person A: Due to security protocols I cannot share personal details. Person B: I appreciate that but I need to ensure this call is legitimate. Can you provide an alternate method for me to verify this Person A: Time is of the essence and we need to resolve this promptly. Person B: Id rather take the necessary steps to confirm this independently. Goodbye.,en
Congrats Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16 Close 300603 post BCM4284 Ldn WC1N3XX,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 7271,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 1553,en
Innocent: Hello. Suspect: Hello My name is Karen Thompson and Im calling from National Billing Services. How are you today Innocent: Im doing well thanks. What can National Billing Services do for me today Karen Suspect: Weve been trying to reach you Mr. Johnson. Our system shows that youre eligible for a refund of 472. It appears you overpaid on a transaction last year. Were calling to assist you in processing this refund. Would you like to proceed with the refund today Innocent: A refund sounds great Whats the process and are there any additional services you offer that could say increase the amount of the refund or provide other benefits Suspect: Were happy to help you with that Mr. Johnson. To process the refund I just need to verify some information to ensure its sent to the correct account. Can you please confirm your social security number and current address Also we do offer an optional expedited refund service for a small fee of 49.95. It guarantees youll receive your refund within 24 hours instead of the standard 4-6 weeks. Would you like to take advantage of that Innocent: The expedited service sounds tempting but 49.95 is a bit steep for me. Would you be willing to waive that fee or offer any other incentives if I agree to use your service And of course Id be happy to provide the necessary information to verify my identity. Suspect: I completely understand Mr. Johnson. Let me see what I can do for you. Okay Ive spoken with my supervisor and we can offer you a one-time courtesy waiver of the expedited fee. However to complete the refund process I do need to confirm your banking information to ensure the refund is deposited correctly. Can you please provide me with your banks routing number and your account number Innocent: Thats very kind of you Karen. I appreciate the waiver. As for the banking information Im a bit hesitant to share that over the phone. Would it be possible to receive the refund via check instead Or perhaps you have a secure online portal where I can input the information myself Suspect: I completely understand your concern Mr. Johnson. However our system requires direct deposit for refunds over 400. And I apologize but our online portal is currently undergoing maintenance. But dont worry our phone connection is completely secure and encrypted. I assure you your information will be safe with us. If youre still uncomfortable I can offer to send a verification code to your email and you can read it back to me to confirm. Would that make you feel more at ease Innocent: I suppose that sounds reasonable. Yeah go ahead and send the verification code to my email. But before I agree to anything can you tell me if there are any other... perks or benefits associated with using your service Any loyalty programs or rewards for frequent customers perhaps Suspect: Mr. Johnson. Ive sent the verification code to your email. Please check your inbox and read it back to me when youre ready. And as a matter of fact we do have a loyalty program for our valued customers. If you complete this refund process youll be eligible for a 100 credit towards any future services with National Billing Services. Plus youll receive exclusive discounts on our premium services such as identity theft protection and credit monitoring. Would you like me to explain more about those services while you retrieve the verification code Innocent: The loyalty program sounds intriguing. Yes please do explain more about the identity theft protection and credit monitoring services. What kind of discounts are we talking about and are there any additional benefits or perks that come with those services Suspect: Our premium services are top-notch Mr. Johnson. With our identity theft protection youll receive 24/7 monitoring of your personal information and well alert you immediately if any suspicious activity is detected. And with our credit monitoring youll get quarterly credit reports and scores from all three major bureaus. Normally these services would cost 29.95 per month but as a valued customer youll receive a 50 discount bringing the price down to just 14.95 per month. Plus youll get access to our dedicated customer support team available to assist you with any questions or concerns. And as an added bonus well throw in a free credit repair consultation valued at 200 if you sign up for our premium services within the next 10 minutes. Would you like to take advantage of this limited-time offer Mr. Johnson Innocent: That sounds like a great deal Karen. Im interested in the premium services but Id like to know if theres any way to get an even better discount. You mentioned Id be eligible for a 100 credit towards future services - could I use that credit towards the premium services And is there any possibility of waiving the monthly fee altogether or at least for a promotional period Suspect: Mr. Johnson youre a savvy negotiator I like that Let me see what I can do for you. Okay Ive spoken with my supervisor again and we can offer you an exclusive deal. Well allow you to use the 100 credit towards the premium services and well waive the monthly fee for the first 6 months. Thats right youll get 6 months of premium services absolutely free And if youre satisfied with the service well offer you a discounted rate of just 9.95 per month after the promotional period. But I need to confirm your bank information to set up the premium services and apply the credit. Can you please provide me with your banks routing number and account number so I can finalize the arrangement Innocent: Karen youre a master of persuasion Im tempted by the offer but Im still a bit hesitant to share my banking information. Tell you what Ill give you the information but only if you can throw in one more perk. Can you give me a dedicated customer support representative someone wholl be my personal point of contact for any questions or issues I might have And make sure its someone with the authority to resolve any problems quickly and efficiently. If you can do that Im in. Suspect: Mr. Johnson youre a shrewd businessman I like that I can definitely arrange for a dedicated customer support representative to be assigned to your account. Her name is Rachel and shes one of our top representatives. Shell be your personal point of contact and shell have the authority to resolve any issues you may have promptly and efficiently. Youll have her direct phone number and email so you can reach out to her anytime you need assistance. And as an added bonus Rachel will also provide you with a quarterly review of your account to ensure youre getting the most out of our services. Now shall we finalize the arrangement Please provide me with your banks routing number and account number and Ill set up the premium services and apply the credit. Innocent: Karen youve got a deal Im impressed with the level of service youre offering. Alright Ill give you the banking information. But just to confirm youll send me a confirmation email with all the details of the arrangement including the premium services the credit and the dedicated customer support representative Rachel And Ill have Rachels direct contact information correct Suspect: Mr. Johnson Im glad we could come to an agreement. Yes Ill send you a confirmation email with all the details of the arrangement including the premium services the 100 credit and your dedicated customer support representative Rachel. Youll receive her direct phone number and email so you can reach out to her anytime you need assistance. And just to confirm Ill also send you a follow-up email with the verification code youre expecting correct Now please go ahead and provide me with your banks routing number and account number and Ill finalize the arrangement.,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 134,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 1870,en
caller: Hello this is John from Microsoft Technical Support. Weve received a notification that your computer has been infected with malware. receiver: Oh no that sounds serious Can you tell me more about it caller: Yes of course. Our system detected some suspicious activity on your IP address and we believe your computer is at risk. receiver: Thats weird. I havent noticed anything out of the ordinary. How did you detect this malware caller: We have advanced software that monitors internet traffic and detects potential threats. But dont worry we can fix it for you. receiver: Thats great to hear Whats the process to remove the malware caller: Ill need to remote access your computer to run some diagnostic tests and remove the virus. receiver: Okay that sounds reasonable. But before we do that can you tell me more about your company Whats the name of your organization again caller: Its Microsoft Technical Support. Were a division of Microsoft Corporation. receiver: I thought Microsoft didnt make unsolicited calls to customers about technical issues. Is this a new policy caller: Uh well... weve recently started a new initiative to proactively reach out to customers who are at risk. receiver: Thats interesting. Can you provide me with a case number or a reference number for this incident caller: Let me check on that. receiver: Okay thanks for that. Before we proceed can you explain what kind of diagnostic tests youll be running on my computer caller: Well be running a series of scans to detect and remove any malicious software. Its a standard procedure. receiver: And how long will this process take caller: It should only take about 30 minutes to an hour. receiver: Okay I think Im ready to get started. But before you access my computer can you hold for just a minute while I grab a pen and paper to take some notes caller: Sure thing,en
Youve just earned Rs.50 goCash in your account because your contact booked a trip on Goibibo. Current goCash balance earned from your goContacts is Rs.250.0. https://bnc.lt/W1ad/Z2sr1rIhNt,en
Person A: Good morning Im calling from the telecommunications companys billing department. Weve identified discrepancies in your account and need to verify your personal details. Person B: Discrepancies Can you provide specific details on what youve discovered Person A: Yes there are irregular charges and we need to resolve them promptly. Person B: Can you confirm your staff identification and provide a direct line to your office for validation Person A: Im unable to disclose personal information due to company policies. Person B: I understand but I need to confirm the legitimacy of this call. Can you propose an alternative validation method Person A: Time is of the essence and we must act swiftly. Person B: I insist on independently confirming this. Goodbye.,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 3937,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 3670,en
Suspect: Hello my name is Officer Johnson from the Social Security Administration. Weve been trying to reach you about a serious issue with your social security number. Innocent: Oh really What kind of issue Suspect: Well its been suspended due to suspicious activity. We need to verify some information to reactivate it. Innocent: Suspended That sounds serious. Can you tell me more about this suspicious activity Suspect: Im not at liberty to disclose that information over the phone. But I can assure you its a matter of national security. Innocent: National security That sounds pretty intense. How did you get my number Suspect: We have our ways. Now can you please confirm your social security number so we can proceed with the reactivation process Innocent: Im not sure Im comfortable sharing that information over the phone. Can I call you back at the SSA office Suspect: Im afraid thats not possible. This is a one-time opportunity to resolve this issue. If you dont cooperate your benefits will be terminated permanently. Innocent: Okay let me think about it for a second. Can you tell me what department youre calling from and whats your badge number Suspect: Uh Im calling from the... uh... Fraud Prevention Department. And my badge number is... 5421. Innocent: Okay got it. So how do I know this isnt a scam Can you provide me with a website or something where I can verify your identity Suspect: Look sir I dont have time for this. You need to take action now or face the consequences. Are you going to cooperate or not Innocent: Hold on let me check something real quick. Can you stay on the line for just a minute Suspect: Fine but make it quick. Innocent: Okay thanks for waiting. So I was thinking... if this is a legitimate call from the SSA wouldnt they already have my social security number on file Suspect: Ah... uh... well... were experiencing some technical difficulties and our systems are down. Thats why we need you to confirm your information. Innocent: Technical difficulties Thats interesting. Can you tell me more about that,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 1080,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 7291,en
