,language,text
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 2081,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 2081
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 3492,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 3492
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 6518,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 6518
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 8632,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 8632
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 1580,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 1580
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 2773,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 2773
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 866,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 866
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 6473,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 6473
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 7452,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 7452
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,fr,"Votre solde est actuellement de 500 livres sterling. Pour maximiser votre dépôt, envoyez CASH dès maintenant au 86688 (seulement 150 pence/message). Carte de crédit : 08718720201. Adresse postale : PO BOX 114/14 TCR/W1"
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 7054,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 7054
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 7053,fr,Avis important : La vérification de votre compte requiert une attention urgente. Agissez sans délai afin d’éviter tout problème. Réf. : 7053
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 5102,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 5102
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 2327,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez au plus vite pour éviter tout problème. Réf. : 2327
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 7232,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 7232
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 8523,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 8523
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 4119,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 4119
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 6086,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 6086
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 1113,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 1113
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 7560,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez au plus vite afin d’éviter tout problème. Réf. : 7560
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 4684,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 4684
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 9282,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 9282
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 46,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 46
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 2202,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez au plus vite pour éviter tout problème. Réf. : 2202
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 424,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 424
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 5141,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 5141
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 9458,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 9458
.500     567899  5672,fr,"0,500 567899 5672"
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 9390,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 9390
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 2439,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 2439
caller: Hello my name is John and Im calling from Windows Technical Support. Weve received an alert that your computer has been infected with a virus. receiver: Oh no thats terrible How did you know it was my computer caller: Well we have advanced software that detects these kinds of threats. Can you please tell me what kind of computer youre using right now receiver: Im using a... uh... let me check. Yeah its a... Dell... laptop. caller: Okay sir. I need you to go to your computer and press the Windows key plus R to open the Run dialog box. receiver: Wait why do I need to do that Whats going to happen when I do that caller: This will allow me to remote access your computer and fix the issue for you. receiver: Remote access Isnt that a security risk How do I know youre really from Windows caller: Sir I assure you I am who I say I am. We have the highest level of encryption and security protocols in place. You can trust me. receiver: Okay but before I do that can you tell me more about this virus Whats its name and how did it get on my computer caller: Ah yes... the virus is called... uh... Trojan.Malware.123. Its a very common one. And it probably got on your computer through a phishing email or a malicious website. receiver: That sounds serious. But Im not sure I want to give you remote access just yet. Can you give me your employee ID number and a call-back number so I can verify your identity caller: Uh... my employee ID number is... 3456. And the call-back number is... 1-800-WINDOWS-1. receiver: Okay let me just write that down. So whats the next step after you remote access my computer,fr,"Appelant : Bonjour, je m'appelle John et je vous appelle du support technique Windows. Nous avons reçu une alerte indiquant que votre ordinateur est infecté par un virus. Destinataire : Oh non, c'est terrible ! Comment avez-vous su que c'était mon ordinateur ? Appelant : Nous disposons d'un logiciel avancé capable de détecter ce type de menaces. Pouvez-vous me dire quel type d'ordinateur vous utilisez actuellement ? Destinataire : J'utilise un… euh… laissez-moi vérifier. Oui, c'est un… ordinateur portable Dell… Appelant : D'accord, monsieur. Je vous demande d'aller sur votre ordinateur et d'appuyer sur la touche Windows + R pour ouvrir la boîte de dialogue Exécuter. Destinataire : Attendez, pourquoi dois-je faire ça ? Que va-t-il se passer ensuite ? Appelant : Cela me permettra d'accéder à distance à votre ordinateur et de résoudre le problème. Destinataire : Accès à distance ? N'est-ce pas risqué pour la sécurité ? Comment puis-je être sûr que vous travaillez vraiment pour Windows ? Appelant : Monsieur, je vous assure que je suis bien celui que je prétends être. Nous utilisons les protocoles de chiffrement et de sécurité les plus performants. Vous pouvez me faire confiance. Destinataire : D’accord, mais avant cela, pouvez-vous m’en dire plus sur ce virus ? Quel est son nom et comment est-il arrivé sur mon ordinateur ? Appelant : Ah oui… le virus s’appelle… euh… Trojan.Malware.123. C’est un virus très courant. Il est probablement arrivé sur votre ordinateur via un courriel d’hameçonnage ou un site web malveillant. Destinataire : Cela semble grave. Mais je ne suis pas sûr de vouloir vous donner un accès à distance tout de suite. Pouvez-vous me donner votre numéro d’identification d’employé et un numéro de rappel afin que je puisse vérifier votre identité ? Appelant : Euh… mon numéro d’identification d’employé est… 3456. Et le numéro de rappel est… 1-800-WINDOWS-1. Destinataire : D’accord, je vais le noter. Quelle est la prochaine étape après que vous ayez accédé à distance à mon ordinateur ?"
URGENT We are trying to contact you. Last weekends draw shows that you have won a 900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,fr,"URGENT ! Nous essayons de vous contacter. Le tirage du week-end dernier a confirmé que vous avez gagné 900 €, c'est garanti ! Appelez le 09061701851. Code de réclamation : K61. Offre valable 12 heures seulement."
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 5074,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 5074
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 6423,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 6423
Suspect: Hello my name is John and Im calling from the customer service department of a major retail store. Innocent: Oh hi John Whats this regarding Suspect: Weve been trying to reach you because youve been selected to receive a free 500 gift card for being one of our valued customers. Innocent: Wow that sounds amazing How did I get selected Suspect: Its based on your purchase history and loyalty program participation. You just need to verify some information to claim your prize. Innocent: Okay what information do you need Suspect: Can you please tell me your full name as it appears on your credit card Innocent: Im not sure Im comfortable sharing that. Is there another way to verify Suspect: I understand your concern but this is a one-time verification process. If you dont provide the information we cant issue the gift card. Innocent: That doesnt sound very secure. Can you give me a call-back number so I can verify your identity Suspect: I apologize but this is a special promotion and we dont have a call-back number available. You can trust me Im a legitimate representative of the company.,fr,"Suspect : Bonjour, je m'appelle John et je vous appelle du service client d'une grande enseigne. Innocent : Oh, bonjour John. De quoi s'agit-il ? Suspect : Nous essayons de vous joindre car vous avez été sélectionné(e) pour recevoir une carte-cadeau de 500 € en tant que client(e) fidèle. Innocent : Waouh, c'est génial ! Comment ai-je été sélectionné(e) ? Suspect : C'est basé sur votre historique d'achats et votre participation à notre programme de fidélité. Il vous suffit de vérifier quelques informations pour recevoir votre prix. Innocent : D'accord, quelles informations vous faut-il ? Suspect : Pourriez-vous me donner votre nom complet tel qu'il apparaît sur votre carte bancaire ? Innocent : Je préfère ne pas le faire. Y a-t-il un autre moyen de vérifier ? Suspect : Je comprends votre inquiétude, mais il s'agit d'une vérification unique. Sans ces informations, nous ne pourrons pas vous envoyer la carte-cadeau. Innocent : Cela ne me semble pas très sécurisé. Pourriez-vous me donner un numéro pour que je puisse vous rappeler et vérifier votre identité ? Suspect : Je suis désolé(e), mais il s'agit d'une offre spéciale et nous n'avons pas de numéro de rappel disponible. Vous pouvez me faire confiance, je suis un représentant légitime de l'entreprise."
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 3293,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 3293
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 3702,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 3702
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 2442,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 2442
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 1635,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 1635
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 5899,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 5899
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 4316,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 4316
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 2822,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 2822
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 2833,fr,Avis important : La vérification de votre compte requiert une attention urgente. Agissez sans délai afin d’éviter tout problème. Réf. : 2833
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 6865,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 6865
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 2670,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 2670
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 1833,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 1833
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 1161,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 1161
caller: Hello my name is John and Im calling from Windows Technical Support. Weve received an alert that your computer has been infected with a virus. receiver: Oh no that sounds serious How did you know my computer was infected caller: We have a team of experts monitoring the internet for suspicious activity. Your IP address flagged our system indicating that your computer is compromised. receiver: Thats impressive. Can you tell me more about this virus What kind of damage can it do caller: Its a very malicious virus. It can steal your personal information delete your files and even crash your entire system. But dont worry we can fix it remotely if you give us access to your computer. receiver: I see. How do you plan on fixing it caller: Well need to install some software on your computer to remove the virus. Its completely safe and legitimate I assure you. receiver: Im not sure Im comfortable with that. Can you provide me with more information about this software Is it free caller: The software is absolutely free but we do charge a small fee for the technical support services. Its a one-time payment of 199. receiver: That sounds like a lot of money. Can I speak to your supervisor to confirm this caller: Of course let me transfer you to my supervisor. Please hold for just a moment. receiver: Okay thank you. caller: Okay my supervisor is on the line now. receiver: Hi can you please explain to me why I need to pay for technical support services Isnt that what Microsoft is supposed to do for free caller: Ah yes... well... our services are actually separate from Microsofts. Were a third-party company that specializes in virus removal. And our fee is very competitive compared to other companies. receiver: Im still not convinced. Can you provide me with your companys website and physical address so I can verify your legitimacy caller: Uh... Im not sure if I can give out that information over the phone... but I can assure you were a legitimate company... receiver: Well if youre legitimate then it shouldnt be a problem providing me with that information. Right,fr,"Appelant : Bonjour, je m'appelle John et je vous appelle du support technique Windows. Nous avons reçu une alerte indiquant que votre ordinateur est infecté par un virus. Destinataire : Oh non, ça a l'air grave ! Comment saviez-vous que mon ordinateur était infecté ? Appelant : Nous avons une équipe d'experts qui surveillent Internet à la recherche d'activités suspectes. Votre adresse IP a alerté notre système, indiquant que votre ordinateur est compromis. Destinataire : C'est impressionnant. Pouvez-vous m'en dire plus sur ce virus ? Quels types de dégâts peut-il causer ? Appelant : C'est un virus très malveillant. Il peut voler vos informations personnelles, supprimer vos fichiers et même faire planter tout votre système. Mais ne vous inquiétez pas, nous pouvons le réparer à distance si vous nous donnez accès à votre ordinateur. Destinataire : Je vois. Comment comptez-vous procéder ? Appelant : Nous devons installer un logiciel sur votre ordinateur pour supprimer le virus. Il est totalement sûr et légitime, je vous l'assure. Destinataire : Je ne suis pas très à l'aise avec ça. Pouvez-vous me donner plus d'informations sur ce logiciel ? Est-il gratuit ? Appelant : Le logiciel est entièrement gratuit, mais nous facturons des frais pour les services de support technique. Il s'agit d'un paiement unique de 199 €. Destinataire : Ça me paraît cher. Puis-je parler à votre responsable pour confirmer cela ? Appelant : Bien sûr, je vous transfère à mon responsable. Veuillez patienter un instant. Récepteur : D'accord, merci. Appelant : Mon responsable est en ligne. Récepteur : Bonjour, pouvez-vous m'expliquer pourquoi je dois payer pour l'assistance technique ? N'est-ce pas ce que Microsoft est censé faire gratuitement ? Appelant : Ah oui… Eh bien… nos services sont indépendants de ceux de Microsoft. Nous sommes une entreprise tierce spécialisée dans la suppression de virus. Et nos tarifs sont très compétitifs par rapport aux autres entreprises. Récepteur : Je ne suis toujours pas convaincu. Pouvez-vous me donner le site web et l'adresse postale de votre entreprise afin que je puisse vérifier votre légitimité ? Appelant : Euh… Je ne suis pas sûr de pouvoir donner ces informations par téléphone… mais je peux vous assurer que vous êtes une entreprise légitime… Récepteur : Si vous êtes légitime, cela ne devrait pas poser de problème de me fournir ces informations."
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 5526,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 5526
Innocent: Hello. Suspect: Hello this is Officer Rachel Jenkins from the Social Security Administration. Weve been trying to reach you about a very serious matter. Your social security number has been compromised and is being used in fraudulent activities. Can you please confirm your social security number so we can proceed with the investigation Innocent: Im not comfortable giving out my social security number over the phone. How do I know youre really from the Social Security Administration Can you provide me with a call-back number and a reference number for this case Suspect: I completely understand your concern Mr. Johnson. I apologize for any inconvenience this may have caused. However I must inform you that time is of the essence in this matter. Every minute we waste the more damage is being done to your credit report and identity. Im not authorized to give out a call-back number but I can give you a reference number for this case. Its SSN-456789. Now I really need you to confirm your social security number so we can put a hold on it and prevent further fraud. Can you please just verify the last four digits of your social security number Innocent: Im not buying it. Ive heard of scams like this before. Youre being pretty pushy and I dont appreciate the sense of urgency youre trying to create. Im not giving out any personal information to someone who claims to be from the SSA but cant even provide a call-back number. I think Ill just hang up and contact the SSA myself to report this call. Suspect: Mr. Johnson I understand your skepticism but let me assure you this is not a scam. Im trying to help you. If you hang up youll be putting yourself at risk of identity theft and financial loss. The fraudsters are moving quickly and if we dont act now it may be too late. Im trying to protect you sir. Please dont hang up. Just confirm your social security number and well get this resolved. If you dont cooperate Ill have to report this to my supervisor and it may lead to your social security benefits being suspended. Is that what you want Innocent: That sounds like a threat to me. I dont respond well to threats. Im still not convinced youre who you say you are. Im going to hang up and report this call to the Federal Trade Commission. Suspect: Mr. Johnson dont do that Youre making a big mistake. If you hang up youll be leaving yourself vulnerable to these fraudsters. Im trying to help you sir. Please just listen to me. Ill give you a special code to verify my identity. Its SSA-Verify-123. You can check it on our website. But please dont hang up. We need to resolve this matter now. Your social security benefits are at risk sir. Innocent: Save it. Im not falling for it. Ill verify your identity by contacting the SSA myself not by using some code you gave me. Im done with this conversation. Goodbye.,fr,"Innocent : Bonjour. Suspect : Bonjour, ici l'agente Rachel Jenkins de la Sécurité sociale. Nous essayons de vous joindre concernant une affaire très grave. Votre numéro de sécurité sociale a été compromis et est utilisé à des fins frauduleuses. Pourriez-vous nous le confirmer afin que nous puissions poursuivre l'enquête ? Innocent : Je ne suis pas à l'aise avec l'idée de donner mon numéro de sécurité sociale par téléphone. Comment puis-je être sûr que vous travaillez bien pour la Sécurité sociale ? Pourriez-vous me donner un numéro pour être rappelé et un numéro de référence pour ce dossier ? Suspect : Je comprends parfaitement votre inquiétude, Monsieur Johnson. Je vous prie de bien vouloir accepter nos excuses pour la gêne occasionnée. Cependant, je dois vous informer que le temps presse. Chaque minute qui passe aggrave les dommages causés à votre dossier de crédit et à votre identité. Je ne suis pas autorisé à vous donner un numéro pour être rappelé, mais je peux vous fournir un numéro de référence pour ce dossier : SSN-456789. J'ai vraiment besoin que vous confirmiez votre numéro de sécurité sociale afin que nous puissions le bloquer et empêcher toute nouvelle fraude. Pourriez-vous simplement vérifier les quatre derniers chiffres de votre numéro de sécurité sociale ? Innocent : Je n’y crois pas. J’ai déjà entendu parler d’arnaques comme celle-ci. Vous insistez lourdement et je n’apprécie pas le sentiment d’urgence que vous essayez de créer. Je ne donnerai aucune information personnelle à quelqu’un qui prétend travailler pour la Sécurité sociale mais qui est incapable de fournir un numéro de rappel. Je pense que je vais raccrocher et contacter moi-même la Sécurité sociale pour signaler cet appel. Suspect : Monsieur Johnson, je comprends votre scepticisme, mais laissez-moi vous assurer qu’il ne s’agit pas d’une arnaque. J’essaie de vous aider. Si vous raccrochez, vous risquez un vol d’identité et une perte financière. Les fraudeurs agissent rapidement et si nous n’agissons pas maintenant, il sera peut-être trop tard. J’essaie de vous protéger, monsieur. S’il vous plaît, ne raccrochez pas. Confirmez simplement votre numéro de sécurité sociale et nous réglerons ce problème. Si vous ne coopérez pas, je serai obligé de le signaler à mon supérieur et cela pourrait entraîner la suspension de vos prestations de sécurité sociale. Est-ce ce que vous souhaitez ? Innocent : Cela ressemble à une menace. Je ne réagis pas bien aux menaces. Je ne suis toujours pas convaincu que vous soyez bien celui que vous prétendez être. Je vais raccrocher et signaler cet appel à la Commission fédérale du commerce. Suspect : Monsieur Johnson, ne faites pas ça. Vous commettez une grave erreur. Si vous raccrochez, vous vous exposez à ces escrocs. J’essaie de vous aider, monsieur. Écoutez-moi, s’il vous plaît. Je vais vous donner un code spécial pour vérifier mon identité. C’est SSA-Verify-123. Vous pouvez le vérifier sur notre site web. Mais s’il vous plaît, ne raccrochez pas. Nous devons régler cette affaire immédiatement. Vos prestations de sécurité sociale sont en danger, monsieur. Innocent : Laissez tomber. Je ne me laisserai pas avoir. Je vérifierai votre identité en contactant moi-même la Sécurité sociale, pas avec un code que vous m’avez donné. Cette conversation est terminée. Au revoir."
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,fr,"Ça fait un bail que je n'ai pas eu de nouvelles de toi. Appelle-moi pour des discussions franches en privé au 01223585334 pour jouir. Tu veux voir des photos de moi en train de me faire baiser ? Envoie PIX par SMS au 8552. Pour finir, envoie STOP au 8552. SAM xxx"
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 6682,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 6682
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 1866,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 1866
